條文號碼,卦,條文
1551,小畜,東風吹綻一枝梅 側姬共飲合巹杯 妻宮屬鼠成佳偶 生逢五刻伴仙台
1552,中孚,父母宮中配少年 慈母生君年十三 世上遲早有數定 招來風格本奇男
1553,家人,數定剋妻重續弦 狂風吹藍並頭蓮 蘭房再要沈氏女 夫婦相偕到百年
1554,益,節屈蒲觴聽鳴蜩 桂楫蘭橈遊波濤 生辰五月端午日 報君龍舟占錦標
1555,巽,妻妾宮中認得真 定與包氏結成親 蘭房錦帳多安樂 亂飛蝴蝶採花心
1556,渙,運行壬子不享通 是非口舌兩相生 出入往來多不利 一場幻夢一場空
1557,漸,戊日壬子時有才 虎榜成名占高魁 一身榮貴爵祿顯 紫袍玉台上春台
1558,觀,端陽已過又端陽 紫燕穿帘報吉祥 閏五五日君生降 再整蒲觴在畫堂
1561,小畜,六刻生人定姻緣 妻宮屬鼠並蒂蓮 雙飛雙宿鴛鴦侶 修得梅花正比仙
1562,中孚,人間推算盲青年 枉極親恩上擬天 萱慈方交二十五 為君悲弧在門前
1563,家人,蘭房錦瑟不呈祥 犯了刑沖變剋傷 花燭堂閃弦又續 再來秦女配成雙
1564,益,一千五百定子宮 四數逢之主二童 但怨百年仙逝日 只存一個送君終
1565,巽,海棠花開第一番 生芽嫩樹自非凡 入門喜事從天降 嬌妻十三生奇男
1566,渙,命定二刻有奇能 一生出入在公庭 心性公正貴人愛 離祖興家帶福星
1567,漸,二刻生人最出群 父子遊泮入黃門 同心欲攀月中桂 怎奈足下雲不生
1568,觀,一生好結四方朋 仗義疏財有令名 到底好人難望報 恩情反招口舌生
1571,小畜,欲問人間姻緣事 月老配就無改移 生逢七刻妻屬鼠 瑟琴和合福祿宜
1572,中孚,妻財子祿本天緣 生子遲早非偶然 慈母年交三十七 房中庭生一英男
1573,家人,三爻推命值妻宮 萃卦相逢犯刑沖 前妻必然早剋去 續弦曾氏喜相逢
1574,益,時逢二刻孤星纏 子息宮中卻無緣 縱有三男並四女 臨終那個拜靈前
1575,巽,男女宮中非偶然 姻緣配就是前緣 賢妻方年二十五 白鶴獻子蟠桃邊
1576,渙,二刻生人喜戰爭 多數因逢武曲星 勇敢當先保這寒 立功疆邊名字聲
1577,漸,時逢二刻甚吉祥 一生福祿不平常 父是黌宮折桂客 身作紫藢花下郎
1578,觀,一千五百遇離宮 命數逢之富性情 舉動謙和信為本 晚景福祿家道興
1581,小畜,鴛鴦戲水在江濱 荷花深處結成親 八刻妻宮屬鼠相 福如東海壽長春
1582,中孚,生逢子月遇惡星 早年多敗晚年興 和氣臻祥真可學 田園留待老年成
1583,家人,前世月老定姻緣 夫妻宮中不周全 元配佳人先別去 再要許人偕百年
1584,益,命中注定子息空 無端硬宿暗刑沖 心心有原為防老 外來之子來送終
1585,巽,妻財子祿非偶然 子息遲得亦前緣 蘭房方交三十七 喜生寧聲在堂前
1586,渙,時辰定就二刻生 持斧運斤有奇能 修樓起閣平地造 衣食無虧亦自榮
1587,漸,生逢二刻福真優 胸藏錦繡誰能傳 泮水池邊遊未久 喜看令嗣又贏洲
1588,觀,命定性情太老誠 門智弄巧君不中 開口只說真心話 多受旁人暗愚弄
1611,需,一千六百數成全 多犯家人是前緣 雙親都是屬鼠相 父享遐齡母作仙
1612,節,天定姻緣不自由 吹簫跨鳳在秦樓 妻宮定是屬鼠相 主定一子貴無儔
1613,既濟,二刻鷥鳳舞翩遷 牡丹花開鮮又鮮 閨房和合成家計 夫君屬鼠是前緣
1614,屯,四數纏益命宮遊 吹蕭跨鳳在秦樓 生辰七月初一日 金風吹動天下秋
1615,井,一千六百定命宮 好似孤鴻飛半空 手足宮中無依靠 車身獨自整家風
1616,坎,運行甲子事多凶 是非口舌兩相刑 上五年來多不利 下五年來大享通
1617,蹇,己日甲子時最清 家有淵源學必成 蟾宮折桂人爭羡 衣錦還鄉莫比榮
1618,比,金風飄飄度南樓 田舍材居蟬未休 閏七初一是生日 鳴聲高唱為君秋
1621,需,乾爻噬嗑白虎纏 父母難得兩安全 母命屬牛先去世 鼠父有壽福綿綿
1622,節,風調雨順好春光 妻宮屬鼠生二子 丹桂花開滿園香 助家興業一世康
1623,既濟,生逢三刻定姻緣 不負春光流水年 夫相屬鼠月老配 赤繩繫足注相聯
1624,屯,生成祿命在生時 吹動金風到桂枝 生辰七月初二日 一江秋訊報良期
1625,井,澤水困逢五數詳 命遇此宮大吉昌 兄弟五人同一脈 次序之中君長行
1626,坎,運行丙子事難成 災殃禍患有幾層 上五年中多不利 下五年來吉自逢
1627,蹇,庚日丙子時非虛 蟾宮折桂宿仙居 爭先直到承明殿 四海揚名近廟極
1628,比,庭前葉落風飄飄 明皇度曲詠秋高 生逢閏七初二日 華堂產得一英豪
1631,需,乾爻中孚卦最凶 堂上寅庚母先終 鼠父在世逍遙樂 壽北南山不老松
1632,節,東風吹綻一枝梅 天姬舍笑步天台 妻宮屬鼠前世定 喜生三子喜顏開
1633,既濟,生逢四刻姻緣良 配梧屬鼠有志郎 鴛鴦交顯常相伴 波遊池上兩鴛鴦
1634,屯,寒蟬時值際秋鳴 葉落庭前奏一聲 生圾七月初三日 堂前喜煞白頭人
1635,井,紛飛鴻雁過長江 兩翼橫開排一行 手足宮中君長位 招來六弟整三雙
1636,坎,運交戊子欠享通 惹是招非財落空 交至下五子字運 飛揚走遇順行船
1637,蹇,辛日戊子時最清 登雲有路上九重 折桂蟾宮稱博學 榮矇恩詔受皇封
1638,比,秋深蟬歇菱花紅 水落晴川習習風 生逢閏七初三日 骨相應兆是麒麟
1641,需,雷山小過定乾坤 兔母必先早離分 鼠父多享遐齡壽 四時佳興景長春
1642,節,人間數注姻緣宜 月老配就無改移 妻宮屬鼠生上子 福祿綿綿有自知
1643,既濟,姻緣注定在前生 屬鼠丈夫繫赤繩 一對鴛鴦交頸眠 時五刻生定足証
1644,屯,雲散長空秋握深 寒蟬凄切弄清音 生辰七月初四日 一枝丹桂藏森森
1645,井,一千六百遇巽宮 棠棣花開滿枝紅 兄弟八人君居長 必有石皮在內中
1646,坎,運交庚子主多乖 惹事招非不稱懷 待交下五子字運 百般順利喜盈腮
1647,蹇,壬日庚子時昂藏 鵬飛萬里任翱翔 手扳丹桂登金榜 錦衣玉食拜君王
1648,比,秋聲入戶甚凄涼 乞巧分瓜近七裡 生逢閏七初四日 庭前丹桂結芬芳
1651,需,一千六百犯刑傷 數逢之反作作殃 母命屬龍先去世 鼠父執杖在高堂
1652,節,姻緣簿上注榮昌 鷥交鳳友結成雙 妻宮必是屬鼠相 產生五子在蓮房
1653,既濟,洞房花燭非偶然 夫配屬鼠是前緣 生逢六刻琴瑟好 雙雙正比並頭蓮
1654,屯,桐葉一落秋已初 寒蛩將動在花墟 生逢七月初五日 天喜臨門德不孤
1655,井,鴻雁九位排成行 次序列二位相當 飲然一派有代破 原來同父不同娘
1656,坎,運交壬子事難成 破財疾病有虛驚 下五子位是好運 浮雲散去見光明
1657,蹇,癸日壬子時甚高 龍虎榜上顯英豪 手扳桂枝登月殿 藍衫脫去換紫袍
1658,比,孟秋天風蓼葉紅 蟠蟀居壁將發聲 生辰閏七初五日 芝蘭堂上聽啼鳴
1661,需,乾一初度損卦逢 椿萱堂上犯凶沖 母相屬蛇先剋去 鼠父獨力振家聲
1662,節,桃李春風花正開 仙姬含笑入蘭台 妻宮屬鼠五子結 丹桂森森福自來
1663,既濟,七刻鴛鴦戲水濱 牡丹花下結成親 夫男配就鼠庚相 交頸同偕繡閣春
1664,屯,命宮演定二刻生 刑傷盤內犯孤星 鴛鴦飛去不成對 單枕獨眠怎安寧
1665,井,一千六百數相當 手足宮中細推詳 兄弟二人君居長 一父原來不一娘
1666,坎,八字宮中注得真 身命兩宮犯孤星 一時好作空門客 半路還俗慕紅塵
1667,蹇,子時生人貴非凡 紫綬金章玉帶盤 天喜紅鷥來照命 君恩賞賜重如山
1668,比,二刻生人堪輿精 乾坤盤內判吉凶 上觀頂上來龍脈 橫察明堂與去龍
1671,需,卦數相逢是吉星 子時生人振家聲 助夫勤儉雞鳴起 孝敬翁姑福自生
1672,節,蘭台琴瑟詠春風 偕樂介隨雨自濃 屬鼠佳人生七子 一堂福壽正相同
1673,既濟,生逢八刻定好逑 交相屬鼠壽共悠 雙雙同作關睢詠 和鳴交結在河洲
1674,屯,二刻生人硬命成 早娶佳人必飄萍 若非晚配少年女 必然刑剋不相親
1675,井,雁行注定五弟兄 原來不是一娘生 身居行中第四位 必有石皮有內存
1676,坎,生逢二刻文學乖 不服儒冠有用才 殺氣飛騰稱武男 鷹揚相望濟川來
1677,蹇,子時生降沐恩深 凜凜威風海內欽 候封萬戶身榮貴 不日官誥又加臨
1678,比,二刻生人藝術深 二宅書通陽共陰 身被法衣常禱千 口唸天尊觀世音
1681,需,子時生人祿命清 早當苦晚方榮半 生災折多不利夫 君君有產亦難興
1682,節,月老配就兩相親 恰如花發正逢春 屬鼠蘭房生八子 丹桂森森集滿庭
1683,既濟,數推前夫喪青春 再配屬鼠是良姻 分明鏡破重園合 花拂蘭台又一新
1684,屯,佳菊逢秋色更廳 根芽原植在東離 何緣一旦移瓶養 不似凌霜傲冷時
1685,井,君家兄弟似珠聯 排列七人在堂前 次序在五分兩母 榮桔先後不一般
1686,坎,子時生人格局清 何悉金榜不題名 出入龍樓並鳳閣 宏才碩學有時評
1687,蹇,七刻逢艮福星臨 生官財旺有賢名 天朝他日登龍閣 萬里名馳誰不欽
1688,比,團團角鼓唱連聲 君子焚香禱玉京 祝告羲文並周孔 卦爻龜策作儒生
1711,大畜,一千七百過乾宮 雙親位上犯刑沖 慈母屬馬先剋去 嚴父屬鼠守黃昏
1712,損,自古良緣定自天 無瑕美玉種藍田 妻小一春稱佳偶 舉案齊眉樂百年
1713,賁,妻妾宮中犯客緣 桃花洞口夕陽天 佳人再要同偕老 月老注定本姓詹
1714,頤,菊枝初放秋將冬 雁過南樓空一鳴 生逢九月初一日 喜煞堂上白頭翁
1715,蠱,二刻妻宮犯刑沖 伯勞飛燕各西東 再要屬鼠成佳偶 原有造化在數中
1716,蒙,甲子運臨喜遂心 風吹菊訊滿園金 錦衣裝閣多榮貴 雨後泉流更滿盈
1717,艮,命立子宮主文星 胸藏錦繡有奇能 子科注定登金榜 果然平地雷一聲
1718,剝,重陽已赤又重陽 風吹菊花滿地黃 生逢閏九初一日 門外懸掛弧一張
1721,大畜,二親宮中經推詳 一數蠱卦陰受傷 母親屬羊父屬鼠 父享遐齡母壽亡
1722,損,月下老人配姻緣 妻小一十零三年 夫妻相敬稱佳偶 交枝水面並頭蓮
1723,賁,鴛鴦戲水在池中 忽然折散各西東 再要必是茹氏女 原有定數在命中
1724,頤,金菊初開色正黃 來鴻去雁渡瀟湘 生逢九月初二日 門外懸弧喜弄璋
1725,蠱,三刻生人命不強 元配佳人必早亡 娶室再要屬鼠相 偕老百年壽自長
1726,蒙,運交丙子喜重重 家道榮昌稱內胸 菱花照面多光彩 裝罷回眸見笑容
1727,艮,命立子宮文自奇 相如奮志把橋題 子科大展經綸原 平地欣看上天梯
1728,剝,登高未久又登高 酒醉茱萸樂正陶 生逢閏九初二日 當念思深思劬勞
1731,大畜,火地晉逢乾坤詳 母命屬猴必先亡 父命屬鼠高堂樂 一世安然享安康
1732,損,五百年前定姻緣 鷥傳鳳侶注在天 妻小二十零五數 夫唱婦隨得團圓
1733,賁,一千七百過離宮 瑤琴弦斷渺飛鴻 膠鷥又續夏氏女 和合門第滿春風
1734,頤,鴻雁南飛渡瀟湘 酒送菜萸過重陽 生辰九月初三日 風吹花開菊正黃
1735,蠱,同林鳥被狂刑沖 比目魚遭浪猛分 四刻生人弦再續 數定屬鼠百年春
1736,蒙,運行流轉戊子宮 家門榮泰喜氣生 雖有碩碎終消散 蘭房和樂添笑容
1737,艮,雁題桂塔有何難 子宮貴命不何言 子科得遂青雲志 佇看飛騰到廣寒
1738,剝,一聲嘹亮出雲端 紅葉紛紛滿地寒 生逢閏九初三日 天降麟麒到世間
1741,大畜,父命屬鼠母屬雞 父在高堂母早離 先天演出命中定 已知二親壽不齊
1742,損,先天注定配少妻 前世有緣主吉利 妻小三十零七歲 合巹同牢永不離
1743,賁,一千七百數中求 元配無緣數不留 瑤琴又待重相續 代氏佳人到白頭
1744,頤,雀入大水住江濱 花梢雨滴已無塵 生逢九月初四日 把酒堂前慶生麟
1745,蠱,五刻生人帶剋刑 先天定數在命中 元配佳人離偕老 再要必是鼠年生
1746,蒙,運交庚子見福星 日計有餘月計盈 遲眠早起儉勤去 老來帛玉更豐隆
1747,艮,命立子宮主文星 身遊泮水上鵬程 午門高占龍虎榜 際會風雲足下生
1748,剝,三秋菊綻晚瀰佳 霜葉紅於二月花 生逢閏九初四日 定君日後享榮華
1751,大畜,壹千七百不為吉 風地觀數甚不齊 母命戌相先剋去 父親屬鼠到古稀
1752,損,姻緣簿上注榮昌 妻比夫大一年強 同牢合巹稱佳偶 預卜琴瑟耐久長
1753,賁,赤繩繫足有刑傷 元配佳人不久長 續弱必是阮氏女 五音雅奏呈瑞祥
1754,頤,風送諒秋菊正黃 南飛雁陣渡瀟湘 生辰九月初五日 茱萸把酒待重陽
1755,蠱,先天數定莫強求 六刻妻命必難留 再要續弦屬鼠相 方許長偕到白頭
1756,蒙,大運流轉壬子宮 剋相和偕家道豐 早起晚眠須努力 老來注定境享通
1757,艮,命逢子位顯文名 泮水來遊宴鹿鳴 雲路有緣通月殿 玉人天畔教吹笙
1758,剝,重陽方過又登高 葉葉梧桐出鳳毛 生逢閏九初五日 一聲啼笑一聲嚎
1761,大畜,命宮爻內犯刑沖 萱堂豬相定早終 父親屬鼠安然樂 福如東泫壽如松
1762,損,人生姻緣定自大 鴛鴦同枕不同年 妻大一十零三歲 老陰少陽保周全
1763,賁,先天定數注定真 妻宮有數犯刑沖 已斷弱琴又接續 佳人家世本姓溫
1764,頤,命宮數定子時生 不工不商專和農 春耕夏耘秋收獲 倉門飯滿甚豐隆
1765,蠱,七刻生人主重婚 折散鴛鴦不由人 又要屬鼠成佳偶 原知定數在神明
1766,蒙,生逢子時逢孤辰 人在紅塵不遂心 隱棲幽處真清凈 便向龕中拜老君
1767,艮,子宮命逢主大吉 不難平地上青梯 午年高中龍虎榜 一舉成名天下知
1768,剝,數中定命驗安平 生剋兼之制化通 禍福吉凶隨掌定 原來卜卦一先生
1771,大畜,夫君定是屬鼠人 主有代破在其身 淌要無瑕稱併美 必須二姓免刑沖
1772,損,日生子宮定命雖 一生衣祿綠安康 世上盡多不如意 主定晚景福綿長
1773,賁,命中逢厄遘陽九 元配佳人不長久 弦斷續將魚水樂 房中佳人定姓祝
1774,頤,子時生人手藝精 今主出外衣祿豐 心靈手巧人難有 晚景合主有福生
1775,蠱,生逢八刻主重婚 芙蓉帳裡度芳春 蘭房再配屬鼠相 鴛鴦和合証前盟
1776,蒙,六數命定二刻生 上方削發去為僧 職受沙門充領袖 注來命裡法空門
1777,艮,八字正逢子時生 身膺武職在朝中 將星顯赫威名重 腰上懸弓伴帝庭
1778,剝,八數逢坤定命真 麻衣相上細蒐尋 吉凶禍福皆天定 指點迷津福世人
1781,大畜,一數同人定妻房 必是屬鼠才相當 庚相定來不移改 若非石皮不壽長
1782,損,生逢子月命不強 奔波勞碌度時光 雖有祖業不興旺 自力勤業晚年昌
1783,賁,先天定數本最真 鴛鴦折散主重婚 又要續弦皮氏女 合巹同牢百年春
1784,頤,一千七百定命真 整容取耳有專精 藝術行中稱好手 不是尋常自立人
1785,蠱,命中注定兩房妻 元配必主已分離 再添一室長偕老 一生福祿利名齊
1786,蒙,六爻逢萃命生孤 親朋骨肉原成虛 菩薩前頭多點佑 一心皈命作尼姑
1787,艮,二刻生人大享通 滿腔韜略作將星 斗大黃金來鑄印 食祿千種佐聖明
1788,剝,雙目不明女子身 分陰卜咎也能真 尚喜命中福星照 剖斷吉凶妙比神
1811,泰,一千八百細推尋 父母宮中定得真 嚴父鼠庚先剋去 慈母同年臥孤衾
1812,臨,姻緣前定莫強求 夫大一年真鳳儔 齊眉舉案稱佳偶 先天數定到白頭
1813,明夷,新春景物柳花繁 嬉戲童年方十三 人間好事從天降 且喜作商一英男
1814,復,冬至陽來十一月 堅水滿地白成雪 此月初一君降生 堂前赤子身濺血
1815,升,妻妾宮中定有防 無端好景變刑傷 屬鼠佳人先剋去 再配屬鼠才相當
1816,師,運交甲子悶沈沈 冷落各閨不遂心 疾病災磨常見到 一腔苦處屈難伸
1817,謙,運行甲子逢貴星 注是指日看高陞 來時仁位臻通顯 中有造化在命庚
1818,坤,運交二十流年吉 此年件件多如意 出入動靜皆能得 而冠之年稱順利
